,congress_idx_dallas,original row,Round,rand,text,Label_dallas,Notes_dallas,King James Bible_dallas,American Standard Version_dallas,Douay-Rheims Bible_dallas,Darby Bible Translation_dallas,English Revised Version_dallas,Webster Bible Translation_dallas,World English Bible_dallas,Young's Literal Translation_dallas,American King James Version_dallas,0_dallas,Match_dallas,congress_idx_lavinia,Label_lavinia,Notes_lavinia,King James Bible_lavinia,American Standard Version_lavinia,Douay-Rheims Bible_lavinia,Darby Bible Translation_lavinia,English Revised Version_lavinia,Webster Bible Translation_lavinia,World English Bible_lavinia,Young's Literal Translation_lavinia,American King James Version_lavinia,0_lavinia,Match_lavinia,label_emb,label_ngm,label_emb_perc,label_emb_bin,stratum,weight,label_ngm_bin,label_emb_ngm_or,label_emb_ngm_and
10,1604882,111,1.0,0.7522845877,"Finally, I have a poem.",Not Match,,"I have fought a good fight, I have finished my course, I have kept the faith:","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith. ","I have combated the good combat, I have finished the race, I have kept the faith.","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith:",I have fought the good fight. I have finished the course. I have kept the faith.,"the good strife I have striven, the course I have finished, the faith I have kept,","I have fought a good fight, I have finished my course, I have kept the faith:",0.6214406314,0,1604882,Not Match,,"I have fought a good fight, I have finished my course, I have kept the faith:","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith. ","I have combated the good combat, I have finished the race, I have kept the faith.","I have fought the good fight, I have finished the course, I have kept the faith:","I have fought a good fight, I have finished my course, I have kept the faith:",I have fought the good fight. I have finished the course. I have kept the faith.,"the good strife I have striven, the course I have finished, the faith I have kept,","I have fought a good fight, I have finished my course, I have kept the faith:",0.6292001834,0,0.3797871819785244,1.0,3,0,3,0.08666666666666667,0,0,0
11,2127214,71,1.0,0.03510897404,"``Our Father who art in heaven, hallowed be Thy Name.",Match,,"After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name.","After this manner therefore pray ye. Our Father who art in heaven, Hallowed be thy name.","Thus therefore shall you pray: Our Father who art in heaven, hallowed be thy name. ","Thus therefore pray ye: Our Father who art in the heavens, let thy name be sanctified,","After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name.","After this manner therefore pray ye: Our Father who art in heaven, Hallowed be thy name.","Pray like this: 'Our Father in heaven, may your name be kept holy.",thus therefore pray ye: 'Our Father who art in the heavens! hallowed be Thy name.,"After this manner therefore pray you: Our Father which are in heaven, Hallowed be your name.",0.8582158417,1,2127214,Match,,"After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name.","After this manner therefore pray ye. Our Father who art in heaven, Hallowed be thy name.","Thus therefore shall you pray: Our Father who art in heaven, hallowed be thy name. ","Thus therefore pray ye: Our Father who art in the heavens, let thy name be sanctified,","After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name.","After this manner therefore pray ye: Our Father who art in heaven, Hallowed be thy name.","Pray like this: 'Our Father in heaven, may your name be kept holy.",thus therefore pray ye: 'Our Father who art in the heavens! hallowed be Thy name.,"After this manner therefore pray you: Our Father which are in heaven, Hallowed be your name.",0.8344212511,1,0.8244010651860803,7.0,8,0,8,0.08666666666666667,1,1,0
12,122589,14,1.0,0.5148496975,I will strengthen you and help you; I will uphold you with my righteous right hand.'',Match,,"Fear thou not; for I am with thee: be not dismayed; for I am thy God: I will strengthen thee; yea, I will help thee; yea, I will uphold thee with the right hand of my righteousness.","Fear thou not, for I am with thee; be not dismayed, for I am thy God; I will strengthen thee; yea, I will help thee; yea, I will uphold thee with the right hand of my righteousness.","Fear not, for I am with thee: turn not aside, for I am thy God: I have strengthened thee, and have helped thee, and the right hand of my just one hath upheld thee. ","Fear not, for I am with thee; be not dismayed, for I am thy God: I will strengthen thee, yea, I will help thee, yea, I will uphold thee with the right hand of my righteousness.","Fear thou not, for I am with thee; be not dismayed, for I am thy God: I will strengthen thee; yea, I will help thee; yea, I will uphold thee with the right hand of my righteousness.","Fear thou not; for I am with thee: be not dismayed; for I am thy God: I will strengthen thee; yes, I will help thee; yes, I will uphold thee with the right hand of my righteousness.","Don't you be afraid, for I am with you. Don't be dismayed, for I am your God. I will strengthen you. Yes, I will help you. Yes, I will uphold you with the right hand of my righteousness.","Be not afraid, for with thee I am, Look not around, for I am thy God, I have strengthened thee, Yea, I have helped thee, yea, I upheld thee, With the right hand of My righteousness.","Fear you not; for I am with you: be not dismayed; for I am your God: I will strengthen you; yes, I will help you; yes, I will uphold you with the right hand of my righteousness.",0.3250954115,1,122589,Match,,"Fear thou not; for I am with thee: be not dismayed; for I am thy God: I will strengthen thee; yea, I will help thee; yea, I will uphold thee with the right hand of my righteousness.","Fear thou not, for I am with thee; be not dismayed, for I am thy God; I will strengthen thee; yea, I will help thee; yea, I will uphold thee with the right hand of my righteousness.","Fear not, for I am with thee: turn not aside, for I am thy God: I have strengthened thee, and have helped thee, and the right hand of my just one hath upheld thee. ","Fear not, for I am with thee; be not dismayed, for I am thy God: I will strengthen thee, yea, I will help thee, yea, I will uphold thee with the right hand of my righteousness.","Fear thou not, for I am with thee; be not dismayed, for I am thy God: I will strengthen thee; yea, I will help thee; yea, I will uphold thee with the right hand of my righteousness.","Fear thou not; for I am with thee: be not dismayed; for I am thy God: I will strengthen thee; yes, I will help thee; yes, I will uphold thee with the right hand of my righteousness.","Don't you be afraid, for I am with you. Don't be dismayed, for I am your God. I will strengthen you. Yes, I will help you. Yes, I will uphold you with the right hand of my righteousness.","Be not afraid, for with thee I am, Look not around, for I am thy God, I have strengthened thee, Yea, I have helped thee, yea, I upheld thee, With the right hand of My righteousness.","Fear you not; for I am with you: be not dismayed; for I am your God: I will strengthen you; yes, I will help you; yes, I will uphold you with the right hand of my righteousness.",0.02144619475,1,0.6508084354644765,2.0,6,0,6,0.1,0,0,0
13,1725503,162,1.0,0.5588128841,"But during the 1960s and the 1970s and 80s and 90s, we saw that productivity continue to grow but the wage level for workers continued to decline.",Not Match,,"But after that the kindness and love of God our Saviour toward man appeared,","But when the kindness of God our Saviour, and his love toward man, appeared,",But when the goodness and kindness of God our Savior appeared:,"But when the kindness and love to man of our Saviour God appeared,","But when the kindness of God our Saviour, and his love toward man, appeared,","But when the kindness and love of God our Savior towards man appeared,","But when the kindness of God our Savior and his love toward mankind appeared,",and when the kindness and the love to men of God our Saviour did appear,"But after that the kindness and love of God our Savior toward man appeared,",0.01179210388,0,1725503,Not Match,,"But after that the kindness and love of God our Saviour toward man appeared,","But when the kindness of God our Saviour, and his love toward man, appeared,",But when the goodness and kindness of God our Savior appeared:,"But when the kindness and love to man of our Saviour God appeared,","But when the kindness of God our Saviour, and his love toward man, appeared,","But when the kindness and love of God our Savior towards man appeared,","But when the kindness of God our Savior and his love toward mankind appeared,",and when the kindness and the love to men of God our Saviour did appear,"But after that the kindness and love of God our Savior toward man appeared,",0.8368342997,0,0.1538489799020805,0.0,1,0,1,0.08,0,0,0
14,1699607,52,1.0,0.998040844,We know from Jesus that greater love hath no one than a man that lay down his life for his friends.,Match,,"Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love than this no man hath, that a man lay down his life for his friends. ","No one has greater love than this, that one should lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love has no one than this, that someone lay down his life for his friends.","greater love than this hath no one, that any one his life may lay down for his friends;","Greater love has no man than this, that a man lay down his life for his friends.",0.8260574074,1,1699607,Match,,"Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love than this no man hath, that a man lay down his life for his friends. ","No one has greater love than this, that one should lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love has no one than this, that someone lay down his life for his friends.","greater love than this hath no one, that any one his life may lay down for his friends;","Greater love has no man than this, that a man lay down his life for his friends.",0.06389308172,1,0.8380655146782233,8.0,8,0,8,0.08666666666666667,1,1,0
15,922369,3,1.0,0.606024051,"Was not Jesus an extremist for love: ``Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which despitefully use you, and persecute you.''",Match,,"But I say unto you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which despitefully use you, and persecute you;","but I say unto you, love your enemies, and pray for them that persecute you;","But I say to you, Love your enemies: do good to them that hate you: and pray for them that persecute and calumniate you: ","But I say unto you, Love your enemies, bless those who curse you, do good to those who hate you, and pray for those who insult you and persecute you,","but I say unto you, Love your enemies, and pray for them that persecute you;","But I say to you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them who despitefully use you, and persecute you;","But I tell you, love your enemies, bless those who curse you, do good to those who hate you, and pray for those who mistreat you and persecute you,","but I &#8212; I say to you, Love your enemies, bless those cursing you, do good to those hating you, and pray for those accusing you falsely, and persecuting you,","But I say to you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which spitefully use you, and persecute you;",0.07880208658,1,922369,Match,,"But I say unto you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which despitefully use you, and persecute you;","but I say unto you, love your enemies, and pray for them that persecute you;","But I say to you, Love your enemies: do good to them that hate you: and pray for them that persecute and calumniate you: ","But I say unto you, Love your enemies, bless those who curse you, do good to those who hate you, and pray for those who insult you and persecute you,","but I say unto you, Love your enemies, and pray for them that persecute you;","But I say to you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them who despitefully use you, and persecute you;","But I tell you, love your enemies, bless those who curse you, do good to those who hate you, and pray for those who mistreat you and persecute you,","but I &#8212; I say to you, Love your enemies, bless those cursing you, do good to those hating you, and pray for those accusing you falsely, and persecuting you,","But I say to you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which spitefully use you, and persecute you;",0.6649510298,1,0.6187245213361083,27.0,6,0,6,0.1,1,1,0
16,1453135,20,1.0,0.4009128596,"So, let us break through those inhibitions to talk together, study together, and pray together, remembering the call in Chronicles to give thanks to God, to declare his name and to make his acts known among the peoples, to sing to him, and speak of all his wonders.",Other Bible Verse,Chronicles 16:8-19,"Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another in psalms and hymns and spiritual songs, singing with grace in your hearts to the Lord.","Let the word of Christ dwell in you richly; in all wisdom teaching and admonishing one another with psalms and hymns and'spiritual songs, singing with grace in your hearts unto God.","Let the word of Christ dwell in you abundantly, in all wisdom: teaching and admonishing one another in psalms, hymns, and spiritual canticles, singing in grace in your hearts to God. ","Let the word of the Christ dwell in you richly, in all wisdom teaching and admonishing one another, in psalms, hymns, spiritual songs, singing with grace in your hearts to God.","Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another with psalms and hymns and spiritual songs, singing with grace in your hearts unto God.","Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another in psalms, and hymns, and spiritual songs, singing with grace in your hearts to the Lord.","Let the word of Christ dwell in you richly; in all wisdom teaching and admonishing one another with psalms, hymns, and spiritual songs, singing with grace in your heart to the Lord.","Let the word of Christ dwell in you richly, in all wisdom, teaching and admonishing each other, in psalms, and hymns, and spiritual songs, in grace singing in your hearts to the Lord;"," Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another in psalms and hymns and spiritual songs, singing with grace in your hearts to the Lord.",0.7196576216,0,1453135,Match,,"Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another in psalms and hymns and spiritual songs, singing with grace in your hearts to the Lord.","Let the word of Christ dwell in you richly; in all wisdom teaching and admonishing one another with psalms and hymns and'spiritual songs, singing with grace in your hearts unto God.","Let the word of Christ dwell in you abundantly, in all wisdom: teaching and admonishing one another in psalms, hymns, and spiritual canticles, singing in grace in your hearts to God. ","Let the word of the Christ dwell in you richly, in all wisdom teaching and admonishing one another, in psalms, hymns, spiritual songs, singing with grace in your hearts to God.","Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another with psalms and hymns and spiritual songs, singing with grace in your hearts unto God.","Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another in psalms, and hymns, and spiritual songs, singing with grace in your hearts to the Lord.","Let the word of Christ dwell in you richly; in all wisdom teaching and admonishing one another with psalms, hymns, and spiritual songs, singing with grace in your heart to the Lord.","Let the word of Christ dwell in you richly, in all wisdom, teaching and admonishing each other, in psalms, and hymns, and spiritual songs, in grace singing in your hearts to the Lord;"," Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another in psalms and hymns and spiritual songs, singing with grace in your hearts to the Lord.",0.7795514396,1,0.7042103795610317,2.0,7,0,7,0.10666666666666667,0,0,0
17,195191,252,1.0,0.0688922244,I thank the chairman and ranking member for their commitment to continue the process and look forward to working with you and continuing the discussion on this issue.,Not Match,,"Glory to God in the highest, and on earth peace, good will toward men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.",Glory to God in the highest; and on earth peace to men of good will.,"Glory to God in the highest, and on earth peace, good pleasure in men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.","Glory to God in the highest, and on earth peace, good will towards men.","|Glory to God in the highest, on earth peace, good will toward men.|","Glory in the highest to God, and upon earth peace, among men &#8212; good will.'","Glory to God in the highest, and on earth peace, good will toward men.",0.05731048987,0,195191,Not Match,,"Glory to God in the highest, and on earth peace, good will toward men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.",Glory to God in the highest; and on earth peace to men of good will.,"Glory to God in the highest, and on earth peace, good pleasure in men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.","Glory to God in the highest, and on earth peace, good will towards men.","|Glory to God in the highest, on earth peace, good will toward men.|","Glory in the highest to God, and upon earth peace, among men &#8212; good will.'","Glory to God in the highest, and on earth peace, good will toward men.",0.8465566909,0,0.3060329205303351,0.0,3,0,3,0.08666666666666667,0,0,0
18,1711067,285,1.0,0.8697365418,"From its pulpit, some of the greatest preachers and orators of the last two centuries have challenged many to higher heights and consistently championed the cause for all men to exist as children of God equal to one another.",Not Match,,"As every man hath received the gift, even so minister the same one to another, as good stewards of the manifold grace of God.","according as each hath received a gift, ministering it among yourselves, as good stewards of the manifold grace of God;","As every man hath received grace, ministering the same one to another: as good stewards of the manifold grace of God. ","each according as he has received a gift, ministering it to one another, as good stewards of the various grace of God.","according as each hath received a gift, ministering it among yourselves, as good stewards of the manifold grace of God;","As every man hath received the gift, even so minister the same one to another, as good stewards of the manifold grace of God.","As each has received a gift, employ it in serving one another, as good managers of the grace of God in its various forms.","each, according as he received a gift, to one another ministering it, as good stewards of the manifold grace of God;","As every man has received the gift, even so minister the same one to another, as good stewards of the manifold grace of God.",0.9556539991,0,1711067,Not Match,,"As every man hath received the gift, even so minister the same one to another, as good stewards of the manifold grace of God.","according as each hath received a gift, ministering it among yourselves, as good stewards of the manifold grace of God;","As every man hath received grace, ministering the same one to another: as good stewards of the manifold grace of God. ","each according as he has received a gift, ministering it to one another, as good stewards of the various grace of God.","according as each hath received a gift, ministering it among yourselves, as good stewards of the manifold grace of God;","As every man hath received the gift, even so minister the same one to another, as good stewards of the manifold grace of God.","As each has received a gift, employ it in serving one another, as good managers of the grace of God in its various forms.","each, according as he received a gift, to one another ministering it, as good stewards of the manifold grace of God;","As every man has received the gift, even so minister the same one to another, as good stewards of the manifold grace of God.",0.5225919835,0,0.6163841298343465,1.0,6,0,6,0.1,0,0,0
19,1338838,17,1.0,0.5700270838,"Let us hearken again to the angel choir singing, `Glory to God in the highest, and on Earth peace, goodwill toward men.'",Match,,"Glory to God in the highest, and on earth peace, good will toward men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.",Glory to God in the highest; and on earth peace to men of good will.,"Glory to God in the highest, and on earth peace, good pleasure in men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.","Glory to God in the highest, and on earth peace, good will towards men.","|Glory to God in the highest, on earth peace, good will toward men.|","Glory in the highest to God, and upon earth peace, among men &#8212; good will.'","Glory to God in the highest, and on earth peace, good will toward men.",0.2298714714,1,1338838,Match,,"Glory to God in the highest, and on earth peace, good will toward men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.",Glory to God in the highest; and on earth peace to men of good will.,"Glory to God in the highest, and on earth peace, good pleasure in men.","Glory to God in the highest, And on earth peace among men in whom he is well pleased.","Glory to God in the highest, and on earth peace, good will towards men.","|Glory to God in the highest, on earth peace, good will toward men.|","Glory in the highest to God, and upon earth peace, among men &#8212; good will.'","Glory to God in the highest, and on earth peace, good will toward men.",0.1244862882,1,0.692016719223598,11.0,6,0,6,0.1,1,1,0
20,819313,58,1.0,0.6410749827,"The bible states that ``Upon this rock, I will build my church and the gates of hell shall not prevail against it''.",Match,,"And I say also unto thee, That thou art Peter, and upon this rock I will build my church; and the gates of hell shall not prevail against it.","And I also say unto thee, that thou art Peter, and upon this rock I will build my church; and the gates of Hades shall not prevail against it.","And I say to thee: That thou art Peter; and upon this rock I will build my church, and the gates of hell shall not prevail against it. ","And I also, I say unto thee that thou art Peter, and on this rock I will build my assembly, and hades' gates shall not prevail against it.","And I also say unto thee, that thou art Peter, and upon this rock I will build my church; and the gates of Hades shall not prevail against it.","And I say also to thee, that thou art Peter, and upon this rock I will build my church: and the gates of hell shall not prevail against it.","I also tell you that you are Peter, and on this rock I will build my assembly, and the gates of Hades will not prevail against it.","And I also say to thee, that thou art a rock, and upon this rock I will build my assembly, and gates of Hades shall not prevail against it;","And I say also to you, That you are Peter, and on this rock I will build my church; and the gates of hell shall not prevail against it.",0.9387692507,1,819313,Match,,"And I say also unto thee, That thou art Peter, and upon this rock I will build my church; and the gates of hell shall not prevail against it.","And I also say unto thee, that thou art Peter, and upon this rock I will build my church; and the gates of Hades shall not prevail against it.","And I say to thee: That thou art Peter; and upon this rock I will build my church, and the gates of hell shall not prevail against it. ","And I also, I say unto thee that thou art Peter, and on this rock I will build my assembly, and hades' gates shall not prevail against it.","And I also say unto thee, that thou art Peter, and upon this rock I will build my church; and the gates of Hades shall not prevail against it.","And I say also to thee, that thou art Peter, and upon this rock I will build my church: and the gates of hell shall not prevail against it.","I also tell you that you are Peter, and on this rock I will build my assembly, and the gates of Hades will not prevail against it.","And I also say to thee, that thou art a rock, and upon this rock I will build my assembly, and gates of Hades shall not prevail against it;","And I say also to you, That you are Peter, and on this rock I will build my church; and the gates of hell shall not prevail against it.",0.09164679814,1,0.8153567751236032,12.0,8,0,8,0.08666666666666667,1,1,0
