,address,city,state,zip
1601,10575 SW 147th Circle Dunnellon,,Florida,34432
1602,3800 Jefferson Hwy Jefferson,,Louisiana,70121
1603,611 N. Gertrude Ave Wagoner,,Oklahoma,74467
1604,2865 Baptist Church Road Bowling Green,,Florida,33834
1605,426 PC 210 Rd Lexa,,Arkansas,72355
1606,2505 W Granfield Ave Plant City,,Florida,33563
1607,27628 239th Pl. S.E. Maple Valley,,Washington,98038
1608,625 Leonard St. Hot Springs,,Arkansas,71913
1609,1532 Bleistein Ave Cody,,Wyoming,82414
1610,9240 Explorer Dr. Colorado Springs,,Colorado,80920
1611,801 Pennsylvania Walsonburg,,Colorado,81089
1612,P.O. Box 24Laings,,Ohio,43793
1613,19911 Lake Charles Hwy DeRidder,,Louisiana,70634
1614,P.O. Box 2124Lake Dallas,,Texas,75065
1615,108 spring st willow springs,,Illinois,60480
1616,P.O. Box 236Pearl City,,Illinois,61062
1617,P.O. Box 86127Phoenix,,Arizona,85080
1618,105 Hill St. Wilkes-Barre,,Pennsylvania,18702
1619,151 Summerhill Road Schuylkill  Haven,,Pennsylvania,17972
1620,4211 Brooks Chapel Rd. Dexter,,Kentucky,42036
1621,1222 SE Kane Drive Kanab,,Utah,84741
1622,210 Poplar Street Bellevue,,Kentucky,41073
1623,450 College St Rogersville,,Alabama,35652
1624,311 Suffolk Ave Colonial Heights,,Virginia,23834
1625,1947 W. Barner St Frankfort,,Indiana,46041
1626,1520 W Florence LA,,California,90047
1627,1521 Monroe Ave Shelton,,Washington,98584
1628,1287 N. Alma School Road Chandler,,Arizona,85224
1629,29930 270th Avenue Valentine,,Nebraska,69201
1630,P.O. Box 99Turlock,,California,95381
1631,8566 Telephone Rd Newburgh,,Indiana,47610
1632,2776 County Street 2760 Cement,,Oklahoma,73017
1633,700 Johnson St Otley,,Iowa,50214
1634,15300 State Route T Newburg,,Missouri,65550
1635,5001 Montague Ave Tampa,,Florida,33626
1636,3699 Hwy 59 Mandeville,,Louisiana,70471
1637,1415 N. FM 2148 Texarkana,,Texas,75501
1638,32369 East US 12 Niles,,Michigan,49120
1639,312 South Main Leachville,,Arkansas,72438
1640,10600 South Penn Oklahoma City,,Oklahoma,73170
1641,P.O. Box 90Cedar Lane,,Texas,77415
1642,297 Riff Street Logan,,Ohio,43155
1643,939 B St Petaluma,,California,94952
1644,5606 N. 11th Ave. Ozark,,Missouri,65721
1645,2744 Hwy. 16 E Clinton,,Arkansas,72031
1646,170 Oak Level Rd Stanleytown,,Virginia,24168
1647,205 Denbigh Blvd Newport News,,Virginia,23608
1648,6655 Edenton-Pleasant Plain Rd. Pleasant Plain,,Ohio,45162
1649,P.O. Box 1508Angleton,,Texas,77516
1650,398 Lunbeck Rd Chillicothe,,Ohio,45601
1651,3330 E. Main St. El Dorado,,Arkansas,71730
1652,1308 Westchester St Salisbury,,Maryland,21801
1653,4100 N. Galloway Mesquite,,Texas,75150
1654,521 S. Jefferson Ave. Cookeville,,Tennessee,38501
1655,357 SE Port St. Lucie Blvd. Port St. Lucie,,Florida,34984
1656,800 E. Vernon Avenue Normal,,Illinois,61761
1657,231 S.E. Third St. Walnut RIdge,,Arkansas,72476
1658,31501 Avenida Los Cerritos San Juan Capistrano,,California,92675
1659,2850 S.W. 27 Ave. Miami,,Florida,33135
1660,421 Longwood/Lake Mary Rd Lake Mary,,Florida,32746
1661,400 E. Mowry  Crandall,,Texas,75114
1662,4520 46th ST SW Lanett,,Alabama,36863
1663,4414 Muncaster Mill Rd. Rockville,,Maryland,20853
1664,7546 Troost Avenue Kansas City,,Missouri,64131
1665,P.O. Box 66Adrian,,Missouri,64720
1666,P.O. Box 1023Atlanta,,Georgia,30290
1667,1611 W. Reynolds Pontiac,,Illinois,61764
1668,1670 Old State Route M Barnhart,,Missouri,63012
1669,816 Holman Way Sparks,,Nevada,89431
1670,912 Miccosukee Road Tallahassee,,Florida,32308
1671,53 E 128th AveThornton,,CO,80241
1672,11419 South Route 47 Huntley,,Illinois,60142
1673,404 Front St. Perryville,,Maryland,21903
1674,5210 Skidaway Rd. Savannah,,Georgia,31404
1675,3939 High Bridge Rd Brethren,,Michigan,49617
1676,311 Wind Ridge Rd. Palestine,,Texas,75801
1677,7241 Highway N Lake st. Louis,,Missouri,63367
1678,P.O. Box 72New Church,,Virginia,23415
1679,222 Edward Ave Waynesboro,,Virginia,22980
1680,2464 N. Pantano Rd.  Tucson,,Arizona,85715
1681,12525 georgia ave silver spring,,Maryland,20906
1682,1215 N. Boeke Evansville,,Indiana,47711
1683,1751 E. Walker Ave Indianpolis,,Indiana,46203
1684,2315 Roberts Lane Florence,,Alabama,35630
1685,4627 24th Street Detroit,,Michigan,48208
1686,902 East Main Street Lewisville,,Indiana,47352
1687,4212 Springbranch Dr. Ft. Worth,,Texas,76116
1688,6249 Natural Bridge St. Louis,,Missouri,63121
1689,4520 W. Cypress Ave. Visalia,,California,93277
1690,1104 Fentress Rd chesapeake,,Virginia,23711
1691,180 Maine Avenue Wildwood,,Georgia,30757
1692,3601 Cypress Gardens Road Winter Haven,,Florida,33884
1693,8778 mobile road greenville,,Alabama,36037
1694,6400 Crow Creek Road Bettendorf,,Iowa,52722
1695,3208 Hixson Pike Chattanooga,,Tennessee,37415
1696,125 W Crestridge Fort Collins,,Colorado,80525
1697,9500 Medlock Bridge Road Duluth,,Georgia,30096
1698,51850 North Ave. MacombMI,,Michigan,48042
1699,209 S. Montgomery Gillespie,,Illinois,62033
1700,4940 Stack Blvd. Melbourne,,Florida,32901
1701,506 W North Union Bay City,,Michigan,48706
1702,2124 US Hwy 29 Valley,,Alabama,36854
1703,7310  W. Camelback Glendale,,Arizona,85303
1704,2018 Main Galena,,Kansas,66739
1705,201 Crescent Ave. Ephrata,,Pennsylvania,17522
1706,P.O. Box 357Newark,,Ohio,43058
1707,3517 SW Viceroy St. Port St. Lucie,,Florida,34953
1708,2506 SW 3rd Street Ankeny,,Iowa,50023
1709,P.O. Box 2Tahlequah,,Oklahoma,74465
1710,1910 Black Road Joliet,,Illinois,60435
1711,306 S East St. Weeping Water,,Nebraska,68463
1712,202 Elm Street Everett,,Massachusetts,02149
1713,1916 NW 21 ST Gainesville,,Florida,32605
1714,P.O. Box 1036New Albany,,Ohio,43054
1715,P.O. Box 4883Victoria,,Texas,77903
1716,119 N. Atoka Ave. Coweta,,Oklahoma,74429
1717,2232 W. Campbell Phoenix,,Arizona,85015
1718,914 cherrytree lane claymont,,Delaware,19703
1719,4960 E. Linwood Blvd. Kansas City,,Missouri,64128
1720,3019 LaSalle Indianapolis,,Indiana,46218
1721,5901 Rancho Hills Dr. San Diego,,California,92139
1722,350 Witmer Road Port Trevorton,,Pennsylvania,17864
1723,3711 Tibbatts Street Covington,,Kentucky,41015
1724,1620 Naldo Ave. Jacksonville,,Florida,32207
1725,955  HWY 30 Port Wentworth,,Georgia,31407
1726,901 Sadler Road Perkins,,Oklahoma,74059
1727,P.O. Box 189Neches,,Texas,75779
1728,728 Pepper Drive 92021,,California,92021
1729,3320 Valley View Rd. Wichita Falls,,Texas,76305
1730,2100 Peachtree Parkway Cumming,,Georgia,30041
1731,325 SW 6th St Lake Butler,,Florida,32054
1732,43 W. Grass Lake Road Lake Villa,,Illinois,60046
1733,154 Clever Ln. Lexington,,Ohio,44907
1734,962 Tri-County Rd. Graceville,,Florida,32440
1735,P.O. Box 5143Orlando,,Florida,00000
1736,2300 South 21st Street Escanaba,,Michigan,49829
1737,247 North Main Street Allegan,,Michigan,49010
1738,140 Garfield Rd. Enterprise,,Florida,32725
1739,745 Main Street Agawam,,Massachusetts,01001
1740,267 Metcalf Cottonwood,,Alabama,36320
1741,4028 South Babcock Street Melbourne,,Florida,32901
1742,2022 Victory Rd 98 Marion,,Ohio,43302
1743,620 W. Philadelphia Rd. Jonesboro,,Arkansas,72401
1744,1759 E. Walnut Frankfort,,Indiana,46041
1745,P.O. Box 3Burgin,,Kentucky,40310
1746,727 54th Street Columbus,,Georgia,31904
1747,800 West Main Wendell,,Idaho,83355
1748,306 College Street Carrollton,,Georgia,30117
1749,1300 osage  Charleston,,Illinois,61920
1750,2100 Jacinto Rd Booneville,,Mississippi,38829
1751,3020 Maple Grove Rd. Resaca,,Georgia,30735
1752,169 Anderson Ferry Cincinnati,,Ohio,45248
1753,700 Bellevue Ave Daytona Beach,,Florida,32114
1754,22606 Tree House Ln Spring,,Texas,77373
1755,386 Gorham Rd. Scarborough,,Maine,87740
1756,325 South Azusa Ave Azusa,,California,91702
1757,2121 E. 3rd St. Tulsa,,Oklahoma,74104
1758,1690 Elm St Dubuque,,Iowa,52001
1759,1111 State Street Fort Scott,,Kansas,66701
1760,150 Ford Ave. Gridley,,California,95948
1761,1901 Rosedale Ave. Middletown,,Pennsylvania,17057
1762,P.O. Box 344173 W. Oak St. Butler,,Indiana,46721
1763,6962 Happy Camp Rd Peggs,,Oklahoma,74422
1764,13500 Philmont Avenue Philadelphia,,Pennsylvania,19116
1765,4400 Marshall Road Kettering,,Ohio,45429
1766,70 Bullsboro Dr. Newnan,,Georgia,30263
1767,517 SW 13th St Blue Springs,,Missouri,64015
1768,5061 E 160the Ave Brighton,,Colorado,80602
1769,564 Vogels Lane Verona,,Pennsylvania,15147
1770,14701 Myrtle Ave Harvey,,Illinois,60426
1771,1067 North Main Street Nicholasville,,Kentucky,40356
1772,2302 Oakland Blvd. NW. Roanoke,,Virginia,24012
1773,2944 Rapids Road Franklin,,Kentucky,42134
1774,1011 Bill Beck Blvd. Kissimmee,,Florida,34744
1775,1735 S. Washington St. Tilton,,Illinois,61833
1776,713 Patterson St Byromville,,Georgia,31007
1777,3685 E. Lum Kingman,,Arizona,86401
1778,10029 n. aster ave tampa,,Florida,33612
1779,114 Bradley 23 Warren,,Arkansas,71671
1780,521 Vandegrift Oceanside,,California,92057
1781,12165 Duval Rd Jacksonville,,Florida,32218
1782,1125 South Glade Street Columbia,,Tennessee,38401
1783,605 N. Anderson Rd Arcadia,,Oklahoma,73007
1784,5930 Red Bank Road Cincinnati,,Ohio,45213
1785,425 Arroyo Road Santa Barbara,,California,93110
1786,1302 Kilpatrick Rd. Albertville,,Alabama,35951
1787,P.O. Box 423Blue Earth,,Minnesota,56013
1788,701 North Main Bonham,,Texas,75462
1789,204 PereMarquette Big Rapids,,Michigan,49307
1790,600 Vineyard Drive Templeton,,California,93465
1791,176 N Adgemont St Los Angeles,,California,90004
1792,485 N. Washington Battle Creek,,Michigan,49017
1793,1845 West 43rd St. Houston,,Texas,77018
1794,P.O. Box 163Raven,,Virginia,24639
1795,2504 Sunnyside Road Montrose,,Colorado,81401
1796,209 East Washington Street Fayetteville,,Tennessee,37334
1797,P.O. Box 447Antwerp,,Ohio,45813
1798,1911 Grove City - Mercer Rd Mercer,,Pennsylvania,16137
1799,1203 Elm Hills Blvd Sedalia,,Missouri,65301
1800,6300 Washington Ave. Evansville,,Indiana,47715
1801,1252 Hwy 60 E. Republic,,Missouri,65738
1802,4705 Grove St Marysville,,Washington,98270
1803,P.O. Box 187Palmyra,,Missouri,63461
1804,1960 E. Hatch Rpad Ceres,,California,95307
1805,9732 64th DR NE Marysville,,Washington,98270
1806,4200 152nd Ave Holland,,Michigan,49424
1807,27075 W. Nine Mile rd. Southfield,,Michigan,48034
1808,667 Charles Street New Iberia,,Louisiana,70560
1809,242 SE Washington Street Jasonville,,Indiana,47438
1810,3408 NE 23rd Ave Ocala,,Florida,34479
1811,221 E. 26th Place Yuma,,Arizona,85364
1812,P.O. Box 339Forest,,Louisiana,71242
1813,4050 Lee Vance View Colorado Springs,,Colorado,80918
1814,1150 Byrneville Rd Century,,Florida,32535
1815,4100 King Springs Road Smyrna,,Georgia,30082
1816,225 Pinetree Dr. Marietta,,Georgia,30068
1817,1885 Beaver Ridge Circle Norcross,,Georgia,30071
1818,313 Lavina Sandpoint,,Idaho,83864
1819,3711 Ridge Road Highland,,Indiana,46322
1820,1339 Twin Falls Houston,,Texas,77088
1821,202 East Lockard Alpine,,Texas,79830
1822,10410 County Road 8170 Newburg,,Missouri,65550
1823,3800 North Shingle Road Shingle Springs,,California,95682
1824,5902 E Camelback Road Phoenix,,Arizona,85019
1825,17475 W Bell Rd Surprise,,Arizona,85374
1826,534 Grant Wray,,Colorado,80758
1827,198 Pledger St. LaFayette,,Georgia,30728
1828,P.O. Box 38478Dallas,,Texas,75238
1829,738 Cottingham Pratt Rd Sebree,,Kentucky,42455
1830,1401 W. Porter Ave. Chesterton,,Indiana,46304
1831,8647 Richmond Highway Alexandria,,Virginia,22309
1832,1175 Lewis St Salem,,Oregon,97302
1833,112 Vincent Rd Kalama,,Washington,98625
1834,405 Richard Pryor PL Peoria,,Illinois,61605
1835,340 N. 13th St. Leavenworth,,Kansas,66048
1836,2147 Caneridge Drive Marietta,,Georgia,30064
1837,23132 Highway 53 Gulfport,,Mississippi,39501
1838,22320 Barton Rd #d Grand Terrace,,California,92313
1839,21801 Beaconsfield Road Eastpointe,,Michigan,48021
1840,1471 Pine Road Ocala,,Florida,34483
1841,13450 Goddard Avenue Detroit,,Michigan,48212
1842,221 Main Street Maxwell,,Iowa,50161
1843,12465 Olive Blvd Saint Louis,,Missouri,63141
1844,3005 East Ellicott St. Tampa,,Florida,33610
1845,4501 Hedgcoxe Plano,,Texas,75024
1846,31 Griffin Street McDonough,,Georgia,30253
1847,3431 Hwy 53 Huntsville,,Alabama,35806
1848,284 Joyce Ave Upland,,Indiana,46989
1849,8910 Grace St. Highland,,Indiana,46322
1850,310 N. Oak Ridge Drive Hudson Oaks,,Texas,76087
1851,6737 Corbina Road Lake Charles,,Louisiana,70607
1852,P.O. Box 175Rutledge,,Tennessee,37861
1853,1654 Bells Ferry Road Marietta,,Georgia,30066
1854,768 Bear Valley Avenue Shamokin,,Pennsylvania,17872
1855,2101 E. Renner Rd. Richardson,,Texas,75082
1856,1015 4 Mile Road Racine,,Wisconsin,53402
1857,1150 County Road 1 Palm Harbor,,Florida,34683
1858,567 Walker Rd Hodgdon,,Maine,04730
1859,1001 Egyptian Trail Tuscola,,Illinois,61953
1860,809 Wright Street Oran,,Missouri,63771
1861,51028 Base St. New Baltimore,,Michigan,48047
1862,1013 Churchill Drive Norton,,Kansas,67654
1863,2730 MIRACLE MILE BULLHEAD CITY,,Arizona,86442
1864,4433 S. 3100 W. Roy,,Utah,84067
1865,5300 Hawthorne Rd Roanoke,,Virginia,24012
1866,P.O. Box 151038Lufkin,,Texas,75915
1867,14969 Old Hammond Blvd Baton Rouge,,Louisiana,70816
1868,2930 Highway 468 Pearl,,Mississippi,39208
1869,1619 E. Second St.  Newberg,,Oregon,97132
1870,1106 Madison Oak Park,,Illinois,60303
1871,5108 Autumn Hill Grand Prairie,,Texas,75052
1872,6421 baker road MURFREESBORO,,Tennessee,37129
1873,4398 hwy. 43 so St. Joseph,,Tennessee,38481
1874,1026 N. Parkside Dr. Peoria,,Illinois,61606
1875,15 Locust Lane Frankfort,,Kentucky,40601
1876,4636 Indian River Road virginia beacch,,Virginia,23464
1877,7646 Easley Road Magnolia,,Mississippi,39652
1878,110 W.  Ky Ave Pineville,,Kentucky,40977
1879,2303 Highway 341 South Jesup,,Georgia,31546
1880,4349 Letterkenny Rd Chambersburg,,Pennsylvania,17202
1881,2500 Clairmont Rd. N.E Atlanta,,Georgia,30329
1882,1460 McVey Mt. Vernon,,Missouri,65712
1883,158 Plaza dr. berea,,Kentucky,40403
1884,1030 W. South St Mason,,Michigan,48854
1885,871 Henderson Branch Road Olive Hill,,Kentucky,41164
1886,5630 Devonshire Road Harrisburg,,Pennsylvania,17112
1887,330 W. Terra Cotta Ave Crystal Lake,,Illinois,60014
1888,41 Willis Road N. Ft. Myers,,Florida,33903
1889,9724 Logan Jay Dr. Bealeton,,Virginia,22712
1890,7118 E. Whitmore Ave Hughson,,California,95326
1891,1010 N 16th Ave Beatrice,,Nebraska,68310
1892,527 East E St. Oakdale,,California,95361
1893,9640 Jurupa Road Riverside,,California,92509
1894,200 S. Williams Street Newark,,Ohio,43055
1895,1201 Metairie Road Metairie,,Louisiana,70005
1896,23725 US Hwy 271 Spiro,,Oklahoma,74959
1897,210 Pearl Street Lake City,,Tennessee,37769
1898,1282 Smallwood Dr Waldorf,,Maryland,20603
1899,535 East second Waverly,,Ohio,45690
1900,312 W. 5th Port Clinton,,Ohio,43452
1901,151 W. Stone's Hill Dr. Ligonier,,Indiana,46767
1902,4085 Hwy 68 E Gaylesville,,Alabama,35973
1903,515 S. Burnett Rd. Springfield,,Ohio,45505
1904,214 N. Washington St. Warrensburg,,Missouri,64093
1905,135 Kalassay Drive Ligonier,,Pennsylvania,15658
1906,P.O. Box 68Knox City,,Texas,79529
1907,10201 Jerry Dunn Ft Worth,,Texas,76126
1908,1516 E Cottonwood Rd Dothan,,Alabama,36301
1909,3 Yarmouth Way Dover,,Delaware,19904
1910,2515 W. Karcher Rd. Nampa,,Idaho,83651
1911,2251 Airport Rd.  Hot Springs,,Arkansas,71913
1912,100 Arrington Rd Diboll,,Texas,75941
1913,1111 North Main Street Joplin,,Missouri,64801
1914,1890 Madison Ave Shelbyville,,Tennessee,37160
1915,1500 Main St Kimball,,Tennessee,37347
1916,16710 NE 79th St. Redmond,,Washington,98052
1917,4027 kanakanak rd. dillingham,,Alaska,99576
1918,5720 Taylorsville Rd Fisherville,,Kentucky,40023
1919,23210 Emery Rd Cleveland,,Ohio,44128
1920,1084 W. Bullard Ave Fresno,,California,93711
1921,3115 Elyria Ave  Lorain,,Ohio,44053
1922,6147 Roundtop dr. north little rock,,Arkansas,72117
1923,2528 El Cajon Blvd San Diego,,California,92104
1924,27020 Kanis Rd. Little Rock,,Arkansas,72223
1925,1971 University Boulevard Lynchburg,,Virginia,24502
1926,1219 Druid Hill Avenue Baltimore,,Maryland,21217
1927,10210 E. Hwy 72 Bentonville,,Arkansas,72712
1928,8321 Bluebonnet Baton Rouge,,Louisiana,70810
1929,1220 Hattie Street Birmingham,,Alabama,35214
1930,11771 Newburgh Rd. Livonia,,Michigan,48150
1931,1205 W. Pontoon Rd. Granite City,,Illinois,62040
1932,P.O. Box 5974Douglasville,,Georgia,30154
1933,405 Lancaster Pike Circleville,,Ohio,43113
1934,418 Camino Hermoso  san marcos,,California,92078
1935,1836 E Olive Rd Pensacola,,Florida,32514
1936,5536 Superior Drive Baton Rouge,,Louisiana,70816
1937,3777 S. Meridian Ave. Wichita,,Kansas,67217
1938,1235 Alliance Road Bessemer,,Alabama,35023
1939,1501 30th street Rock Island,,Illinois,61201
1940,800 N. Main St. Bridgewater,,Virginia,22812
1941,883 Lincoln St. Dover,,Delaware,19904
1942,7620 SW 21st Street Topeka,,Kansas,66615
1943,307 Main St Smelterville,,Idaho,83868
1944,744 s. 325 e. warsaw,,Indiana,46582
1945,5941 Norris Mill Rd. Hartselle,,Alabama,35640
1946,7045  Farralone Ave Canoga Park,,California,91307
1947,12550 W. Broward Blvd. Plantation,,Florida,33325
1948,2010 Reed Road Starkville,,Mississippi,39759
1949,6114 5th St Danbury,,Texas,77534
1950,4580 Canfield Road Canfield,,Ohio,44406
1951,10175 Veterans Memorial Dr. Houston,,Texas,77038
1952,13210 Stuudebaker Road Norwalk,,California,90650
1953,574 Buckhorn Blvd Chipley,,Florida,32428
1954,1216 E Benrich Drive Gilbert,,Arizona,85295
1955,31 Ken-Lin Drive Dillsburg,,Pennsylvania,17019
1956,41200 Highway 933 Prairieville,,Louisiana,70769
1957,5700 Cantrell Road LIttle Rock,,Arkansas,72207
1958,725 Park Dr.  Box 578 Greenwood,,Arkansas,72936
1959,218 Sterling Blvd. Sheffield,,Alabama,35660
1960,511 SCHOENBECK RD. PROSPECT HTS.,,Illinois,60070
1961,120 N. 4th St. Boonville,,Indiana,47601
1962,2469 118th Ave. Allegan,,Michigan,49010
1963,261 West Commerce Ashdown,,Arkansas,71822
1964,2088 ECR 2110 Burnside,,Illinois,62330
1965,9001 West 159th Street Orland Hills,,Illinois,60487
1966,10184 Seventh St. Hesperia,,California,92345
1967,3911 10th St Leavenworth,,Kansas,66048
1968,1405 Edmund Blvd SanAngelo,,Texas,76901
1969,600 Stevens Creek Road Augusta,,Georgia,30907
1970,P.O. Box 6000Colorado Springs,,Colorado,80934
1971,319 E. 12th Street  Anderson,,Indiana,46016
1972,1100 Lee Avenue Lafayette,,Louisiana,70501
1973,2277 Rosecrans St. San Diego,,California,92106
1974,878 Old Alabama Road Mableton,,Georgia,30126
1975,5835 State Route 166 Rock Creek,,Ohio,44084
1976,4359 35th St N. Saint Petersburg,,Florida,33712
1977,14135 Burntwoods Rd. Glenwood,,Maryland,21738
1978,2923 Snowdrop Drive West Layfayette,,Indiana,47906
1979,1493 Lakeview Avenue Madison,,Ohio,44057
1980,1970 Parker road saint louis,,Missouri,63138
1981,5503 NORTH HIAWASSEE orlando,,Florida,32808
1982,2240 bennington place  maryland heights,,Missouri,63043
1983,3235 E. 17th St. Tulsa,,Oklahoma,74104
1984,14113 Jay,,Florida,32565
1985,2500 Hunter Rd San Marcos,,Texas,78666
1986,844 Ga Hwy 33 S. Moultrie,,Georgia,31776
1987,720 Dainelsville Road Athens,,Georgia,30605
1988,257 Kendall Street Burlington,,Wisconsin,53105
1989,931 S. Washington Livingston,,Texas,77351
1990,5180 Parker Rd Florissant,,Missouri,63033
1991,423 Shell Road Chesapeake,,Virginia,23323
1992,1510 Messanie St. St. Joseph,,Missouri,64501
1993,1660 Vasquez St. Malate Manila,,Tennessee,37011
1994,2736 Hubbell Avenue Des Moines,,Iowa,50317
1995,305 E Los Ebanos San Juan,,Texas,78589
1996,176 Smyrna Seminary,,Mississippi,39479
1997,100 Victory Cir. Jacksonville,,Arkansas,72076
1998,137 S Third Street Hughesville,,Pennsylvania,17737
1999,106 N. Main Owasso,,Oklahoma,74055
2000,14461 James St. Holland,,Michigan,49424
2001,631 E. Montezuma Ave Cortez,,Colorado,81321
2002,810 Goshen Rd Springtown,,Texas,76082
2003,162 Old Todds Rd Lexington,,Kentucky,40509
2004,10690 Taylor Road Rockvale,,Tennessee,37153
2005,306 Llano Street Pasadena,,Texas,77504
2006,5600 18th Avenue Tuscaloosa,,Alabama,35405
2007,6317 Tierra Dr. Shreveport,,Louisiana,71119
2008,829 W. Grove St. Marquette,,Michigan,49855
2009,12808 Woodruff Ave. Downey,,California,90242
2010,12811 fm 1764 santa fe,,Texas,77510
2011,P.O. Box 195Grosse Ile,,Michigan,48138
2012,5 East Dr. Decatur,,Illinois,62526
2013,1007 North Federal Highway Fort Lauderdale,,Florida,33304
2014,4660 Natomas Blvd.  Sacramento,,California,95835
2015,P.O. Box 806Sikeston,,Missouri,63801
2016,1605 W Wilson St Batavia,,Illinois,60510
2017,700 Clayton Ave Georgetown,,Kentucky,40379
2018,320 State St. Warsaw,,Missouri,65355
2019,1316 selief lane kodiak,,Alaska,99615
2020,1501 TRENT BLVD Lexington,,Kentucky,40505
2021,114 1st St SE Fayette,,Alabama,35555
2022,1415 West Christmas Blvd Santa Claus,,Indiana,47579
2023,252 Indian Grass Drive New Braunfels,,Texas,78130
2024,440 Gardner St. SW Atlanta,,Georgia,30310
2025,6737 ANNAPOLIS ROAD HYATTSVILLE,,Maryland,20784
